,sofifa_id,height_cm,weight_kg,player_positions,weak_foot,work_rate,body_type,attacking_finishing,attacking_heading_accuracy,attacking_volleys,skill_dribbling,skill_long_passing,movement_reactions,movement_balance,power_stamina,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_sliding_tackle,F,Mid,D,Gk
14724,248254,183,78,3,3,Medium/Medium,Lean,66,58,48,55,37,59,64,56,55,39,17,59,48,58,54,17,60.0,51.0,39.285714285714285,11.0
5684,239592,177,73,3,4,High/Medium,Lean,72,66,60,68,42,62,74,56,62,40,13,68,55,72,62,20,68.5,58.84615384615385,42.42857142857143,8.4
3001,165429,178,71,3,3,High/Medium,Normal,75,69,70,62,58,76,78,72,69,40,47,78,69,75,70,28,73.0,65.61538461538461,53.42857142857143,11.2
16948,242197,192,88,3,3,Medium/Medium,Normal,58,60,43,55,42,49,57,63,46,45,15,55,49,53,52,18,55.0,47.76923076923077,37.42857142857143,11.2
17862,252611,188,82,3,3,High/Low,Normal,51,65,42,42,26,50,52,60,45,49,26,50,42,57,45,16,50.0,42.15384615384615,37.857142857142854,12.6
16383,251819,183,74,3,3,High/Medium,Normal,59,55,34,48,31,55,69,48,49,33,16,51,46,62,46,13,55.5,46.38461538461539,36.42857142857143,10.0
18089,252867,185,76,3,2,Medium/Medium,Normal,49,54,37,44,27,49,73,51,42,32,14,46,40,56,48,13,49.0,41.53846153846154,33.0,9.0
17779,240430,187,83,3,3,High/Medium,Lean,59,71,44,45,20,44,47,55,45,46,19,45,48,54,48,20,50.5,41.38461538461539,37.142857142857146,11.2
17513,245524,167,59,3,3,Medium/Medium,Lean,56,47,46,54,44,51,87,52,49,34,12,56,50,54,49,13,55.0,48.92307692307692,34.42857142857143,10.4
18261,238521,170,60,3,3,Medium/Medium,Normal,51,46,36,42,29,48,85,52,47,28,19,52,42,63,44,18,48.5,42.38461538461539,33.142857142857146,6.8
16226,251171,184,76,3,3,Medium/Medium,Normal,60,58,50,54,38,48,62,64,55,38,23,54,48,66,52,14,58.0,50.15384615384615,39.857142857142854,12.2
14677,236008,175,60,3,3,Medium/Medium,Lean,64,51,40,59,53,48,82,50,59,34,15,59,51,65,61,11,60.5,54.07692307692308,37.42857142857143,10.0
14197,238345,181,70,3,2,High/Low,Lean,66,48,38,56,48,47,66,70,43,63,13,62,40,57,47,28,60.5,54.30769230769231,45.857142857142854,11.6
6830,227159,180,79,3,3,Medium/Low,Normal,70,60,66,66,34,59,56,76,59,83,19,68,67,68,56,26,68.0,58.30769230769231,46.57142857142857,12.0
9597,184143,182,76,3,3,Medium/Medium,Normal,65,62,60,66,60,59,74,68,63,30,33,61,54,62,63,22,66.0,59.76923076923077,47.714285714285715,7.2
10917,215081,165,62,3,3,High/Low,Normal,60,65,58,70,46,63,87,65,64,31,23,70,68,66,58,22,67.0,59.53846153846154,42.714285714285715,9.2
17730,247363,195,90,3,3,Medium/Medium,Normal,51,63,44,50,25,48,38,54,41,49,17,50,44,53,48,21,51.5,43.92307692307692,36.57142857142857,8.6
15477,248015,178,77,3,2,Medium/Medium,Normal,61,48,52,59,42,54,74,56,32,31,18,60,53,46,42,25,59.5,53.61538461538461,41.285714285714285,7.8
10809,192962,181,75,3,2,High/High,Normal,63,67,61,64,54,51,68,75,59,50,36,66,46,58,60,24,64.5,58.92307692307692,47.857142857142854,12.8
2191,220031,191,77,3,2,Medium/Low,Lean,75,76,66,71,55,73,54,70,59,60,28,74,66,65,63,20,73.0,64.3076923076923,50.0,12.4
10885,210444,188,73,3,4,High/Medium,Lean,63,65,59,54,43,64,62,68,60,76,22,66,60,64,69,15,65.0,57.46153846153846,45.57142857142857,13.6
12385,235194,183,73,3,2,Medium/Medium,Lean,66,53,50,64,41,57,61,51,58,31,21,62,58,55,52,21,63.0,55.23076923076923,39.857142857142854,8.8
894,178224,175,73,3,3,Medium/Low,Normal,83,78,72,72,56,80,78,65,66,59,26,85,70,74,79,25,78.5,68.3076923076923,51.42857142857143,11.6
4156,227558,190,84,3,3,High/Medium,Normal,74,70,67,64,49,68,61,69,61,42,28,71,56,65,62,24,70.0,61.30769230769231,47.57142857142857,11.2
5374,187590,182,78,3,3,High/High,Normal,72,55,46,73,58,66,66,60,65,87,44,70,54,60,65,23,71.0,63.84615384615385,49.857142857142854,10.0
1231,207732,179,74,3,3,High/Medium,Normal,80,72,78,74,52,75,74,67,69,65,35,83,61,80,70,31,77.0,67.46153846153847,55.714285714285715,13.0
9047,225933,171,66,3,2,High/Low,Normal,68,62,63,69,35,68,88,61,62,53,13,65,57,65,63,22,67.5,57.15384615384615,41.57142857142857,10.8
5731,233121,177,79,3,3,High/Medium,Normal,69,61,54,73,54,63,60,65,43,50,30,68,52,56,57,38,68.5,60.92307692307692,51.142857142857146,9.4
34,179813,185,77,3,4,High/High,Lean,88,89,90,79,52,91,59,91,79,84,54,93,77,85,80,39,87.0,78.46153846153847,69.14285714285714,10.6
14019,244042,180,75,3,3,High/Low,Normal,60,49,49,67,33,56,66,72,59,31,10,57,53,65,52,16,61.0,53.0,40.42857142857143,10.0
11993,199620,178,74,3,3,Medium/Low,Normal,64,59,54,61,39,59,72,71,55,47,32,64,54,57,58,30,64.0,56.15384615384615,46.42857142857143,11.8
14883,245234,184,76,3,3,Medium/Medium,Normal,59,57,54,59,55,54,56,47,57,55,47,58,50,43,43,51,59.5,56.69230769230769,53.857142857142854,9.6
5528,209613,179,74,3,2,High/Low,Lean,72,62,64,65,52,64,73,80,56,30,20,76,57,66,66,14,70.5,61.61538461538461,44.42857142857143,10.2
1148,164464,173,75,3,4,High/Medium,Normal,81,80,71,68,55,83,78,75,63,66,44,85,67,65,78,25,77.0,68.15384615384616,56.714285714285715,10.8
17186,247128,174,65,3,3,High/Low,Lean,60,40,51,61,46,55,76,51,48,36,21,53,54,57,50,18,56.5,50.53846153846154,36.857142857142854,9.2
13433,251413,193,88,3,3,Medium/Low,Normal,69,74,56,52,35,57,69,70,56,53,23,58,47,60,57,22,59.5,49.69230769230769,41.714285714285715,8.4
3819,189661,183,83,3,3,Medium/Low,Normal,77,66,60,69,49,70,60,75,70,25,23,74,61,55,55,19,72.0,62.69230769230769,47.285714285714285,9.8
10471,193166,191,90,3,3,High/Low,Normal,68,73,49,57,51,62,30,69,51,45,37,70,67,63,81,24,64.5,58.84615384615385,48.42857142857143,11.0
16819,243203,178,61,3,3,High/Medium,Normal,61,56,39,48,31,53,73,49,49,36,16,57,47,51,53,19,55.0,45.84615384615385,35.42857142857143,11.6
5361,184845,186,89,3,4,High/Medium,Normal,73,72,66,64,45,66,34,70,58,74,24,67,59,62,70,24,68.5,60.46153846153846,50.857142857142854,11.2
7660,234503,189,83,3,3,High/Medium,Normal,70,70,67,64,37,63,48,62,66,58,22,65,61,65,67,21,67.5,58.0,46.142857142857146,10.4
3137,196073,178,82,3,3,High/Low,Normal,80,70,65,70,62,72,65,68,63,55,30,73,67,78,68,29,72.5,65.76923076923077,51.285714285714285,10.8
15863,247999,178,76,3,2,High/Medium,Normal,61,56,45,55,27,54,58,56,54,28,15,60,52,57,47,14,59.0,48.23076923076923,36.142857142857146,10.0
10699,158937,184,78,3,4,High/Medium,Normal,69,65,62,61,49,59,62,51,60,65,28,68,53,58,66,13,64.5,56.38461538461539,41.57142857142857,11.2
3091,189099,189,77,3,3,High/Medium,Lean,72,72,64,77,43,66,65,76,62,64,26,73,58,71,71,19,72.5,62.92307692307692,48.57142857142857,12.0
4130,228761,182,74,3,2,Medium/Medium,Stocky,68,76,65,69,47,63,70,47,70,42,18,68,40,63,62,20,69.0,56.69230769230769,43.57142857142857,10.2
12044,212910,193,93,3,3,Medium/Medium,Normal,60,70,60,59,40,54,38,63,65,82,20,57,38,54,49,37,61.5,51.84615384615385,46.285714285714285,11.0
13544,221929,183,74,3,4,Medium/Medium,Lean,66,59,37,59,43,61,63,60,59,31,13,60,48,65,51,18,62.5,53.30769230769231,40.42857142857143,10.2
16948,242197,192,88,3,3,Medium/Medium,Normal,58,60,43,55,42,49,57,63,46,45,15,55,49,53,52,18,55.0,47.76923076923077,37.42857142857143,11.2
1880,25420,184,84,3,4,Medium/Low,Normal,79,77,73,76,74,78,54,34,73,69,31,81,79,81,87,24,76.0,70.15384615384616,51.285714285714285,10.2
5808,237807,181,70,3,4,High/Medium,Normal,71,70,56,63,42,66,64,65,55,32,30,73,62,64,67,17,70.0,61.23076923076923,45.857142857142854,9.8
1195,190362,180,80,3,3,High/Medium,Normal,81,62,68,73,35,81,72,78,64,56,36,84,71,66,73,16,77.5,67.76923076923077,51.142857142857146,9.0
17761,225468,191,75,3,2,Medium/Medium,Lean,55,44,39,52,33,49,65,46,43,35,16,52,45,62,49,13,53.0,45.38461538461539,34.285714285714285,12.8
15269,203834,181,78,3,4,Medium/Medium,Lean,58,56,46,58,56,61,72,59,55,64,23,57,54,44,61,25,60.5,56.07692307692308,45.857142857142854,12.4
528,187072,181,80,3,4,Medium/Medium,Normal,79,64,83,78,69,84,78,75,81,74,60,84,83,80,83,50,80.0,78.0,68.0,10.6
1364,210287,188,85,3,3,High/High,Stocky,73,71,73,74,54,75,70,72,69,90,48,73,62,69,76,31,76.0,68.07692307692308,59.0,10.6
14494,232175,180,78,3,3,Medium/Medium,Lean,62,50,49,67,55,51,74,68,54,39,29,56,53,58,53,35,61.5,59.38461538461539,51.42857142857143,9.0
12734,244321,177,63,3,4,High/High,Normal,62,59,63,60,42,59,51,78,66,79,43,54,54,60,57,34,63.5,58.38461538461539,53.857142857142854,9.4
17723,240160,175,72,3,3,Medium/Medium,Lean,55,37,48,57,35,48,74,34,39,29,25,49,41,49,39,22,53.5,48.23076923076923,38.57142857142857,10.8
3382,223929,183,82,3,3,Medium/Medium,Stocky,74,67,69,71,48,62,71,70,72,59,26,63,59,68,72,24,72.0,63.15384615384615,49.714285714285715,13.0
12078,227446,185,90,3,4,Medium/Low,Lean,65,60,65,61,53,58,52,62,66,47,19,66,54,62,59,18,63.5,53.84615384615385,40.285714285714285,15.6
6512,214862,180,78,3,4,High/High,Normal,71,69,70,58,44,64,57,81,68,58,39,65,45,69,59,18,67.5,57.76923076923077,49.57142857142857,8.8
14374,237027,183,73,3,3,Medium/Medium,Lean,58,55,39,61,30,51,66,81,55,63,18,62,57,55,52,19,62.0,54.23076923076923,42.285714285714285,9.8
12573,212994,180,72,3,3,High/Medium,Normal,66,55,56,62,40,54,72,63,60,29,15,65,49,62,52,24,63.5,54.53846153846154,42.42857142857143,10.4
17550,246460,167,63,3,3,Medium/Medium,Normal,51,54,40,52,52,50,66,65,48,50,21,51,49,53,50,14,54.0,49.92307692307692,38.285714285714285,8.2
12900,169907,173,71,3,3,Medium/Medium,Lean,64,55,57,62,40,61,90,77,54,36,24,57,57,58,60,15,62.5,55.0,43.857142857142854,13.2
3004,165788,186,88,3,3,Medium/Medium,Normal,74,83,71,69,63,74,57,65,63,71,33,77,63,73,72,45,71.5,65.23076923076923,57.857142857142854,11.2
1,20801,187,83,3,4,High/Low,Normal,94,89,87,89,77,96,71,85,93,63,29,95,82,85,95,24,93.5,83.3076923076923,61.714285714285715,11.6
14019,244042,180,75,3,3,High/Low,Normal,60,49,49,67,33,56,66,72,59,31,10,57,53,65,52,16,61.0,53.0,40.42857142857143,10.0
9173,223499,187,87,3,2,High/Low,Normal,68,67,68,63,24,64,62,71,64,54,24,65,54,64,58,18,65.5,54.69230769230769,46.57142857142857,9.0
10885,210444,188,73,3,4,High/Medium,Lean,63,65,59,54,43,64,62,68,60,76,22,66,60,64,69,15,65.0,57.46153846153846,45.57142857142857,13.6
15852,234476,193,88,3,2,Medium/Medium,Normal,64,72,49,45,32,49,41,63,50,38,21,59,45,56,50,16,56.5,46.76923076923077,39.57142857142857,7.2
9118,233434,188,85,3,4,Medium/Low,Normal,64,62,64,67,34,59,46,68,57,75,20,62,51,45,51,28,66.0,57.07692307692308,47.142857142857146,10.6
4153,222590,181,66,3,2,High/Low,Normal,74,65,62,69,51,69,72,72,59,73,27,75,57,69,66,27,71.5,63.53846153846154,50.285714285714285,11.2
14716,245264,190,80,3,3,High/Medium,Normal,60,59,44,54,39,50,58,64,56,36,10,58,49,61,59,15,59.0,49.46153846153846,37.42857142857143,11.2
2043,200197,181,76,3,4,High/Medium,Normal,77,77,79,65,60,76,57,74,72,49,43,80,45,74,79,27,73.5,64.84615384615384,53.714285714285715,13.6
14216,250991,180,74,3,3,Medium/Medium,Normal,60,52,55,61,44,54,74,66,56,57,34,58,60,58,54,28,62.5,57.76923076923077,49.285714285714285,13.0
1404,199602,185,80,3,3,High/Medium,Stocky,75,75,77,75,53,75,61,59,78,75,32,76,66,80,75,26,76.0,67.61538461538461,55.285714285714285,11.2
12761,219672,189,85,3,3,Medium/Medium,Stocky,59,62,45,63,45,58,44,77,48,81,19,58,54,56,53,12,62.0,54.92307692307692,44.857142857142854,10.8
2293,212350,183,82,3,3,High/Low,Stocky,74,69,66,72,44,69,73,73,68,68,21,74,68,68,71,15,73.5,64.38461538461539,48.42857142857143,10.2
12007,202715,190,88,3,3,Medium/Medium,Normal,63,77,71,51,33,70,42,67,51,72,30,65,41,43,54,20,61.0,51.76923076923077,46.857142857142854,11.4
6609,241984,191,82,3,3,Medium/Medium,Normal,71,70,62,64,29,62,55,58,58,69,14,66,37,65,60,18,67.5,53.76923076923077,43.142857142857146,9.2
4429,139799,186,80,3,3,Medium/Medium,Normal,73,80,66,65,62,69,51,30,72,75,44,75,69,75,74,37,69.5,62.15384615384615,52.57142857142857,11.8
5582,222741,190,76,3,2,Medium/Medium,Lean,70,73,64,66,47,64,35,71,61,59,21,70,57,71,69,30,69.5,60.76923076923077,49.0,10.8
10135,241659,182,72,3,3,High/Low,Normal,62,65,47,63,36,62,77,77,55,37,16,63,49,58,65,27,64.5,56.0,47.285714285714285,10.4
4760,239956,180,65,3,4,High/Medium,Normal,69,59,62,73,45,74,74,67,59,44,23,66,53,65,68,18,71.0,61.30769230769231,46.42857142857143,11.0
7398,190747,184,77,3,4,Medium/Low,Normal,67,67,69,64,41,63,59,50,58,38,29,75,59,70,63,15,68.0,58.23076923076923,45.142857142857146,13.0
482,208498,182,76,3,4,Medium/Low,Normal,83,80,74,77,63,80,71,81,69,39,19,85,67,74,76,27,80.0,70.07692307692308,52.857142857142854,12.2
4478,177528,183,80,3,3,High/Low,Normal,69,76,77,64,45,70,66,52,58,50,25,75,60,67,77,24,70.0,60.84615384615385,49.714285714285715,4.2
8049,211211,180,74,3,4,High/Low,Normal,72,67,54,65,45,59,71,58,55,66,27,71,57,68,56,31,67.0,58.92307692307692,49.57142857142857,10.4
7229,136363,186,77,3,3,High/Low,Normal,72,71,66,59,56,69,58,55,58,38,23,70,51,68,60,25,67.0,58.23076923076923,47.57142857142857,11.4
10344,251412,174,70,3,3,Medium/Medium,Normal,69,52,60,75,46,61,73,70,58,42,21,62,60,62,66,19,67.0,59.15384615384615,42.285714285714285,8.6
16604,212167,170,74,3,3,Medium/Medium,Normal,59,50,36,63,30,53,86,60,46,48,23,56,49,59,50,17,58.0,51.07692307692308,40.857142857142854,10.4
4345,230072,189,80,3,3,High/Medium,Normal,74,72,62,66,40,60,37,67,58,30,18,76,50,67,68,16,70.0,58.53846153846154,42.57142857142857,10.8
12160,247888,186,75,3,3,High/Medium,Lean,67,65,51,67,44,59,69,53,62,31,20,65,56,64,45,20,63.5,55.38461538461539,40.714285714285715,11.8
904,183125,183,90,3,3,High/Medium,Stocky,77,83,78,68,61,78,68,73,75,85,31,79,74,82,78,25,77.0,68.84615384615384,54.857142857142854,12.8
13610,230109,177,68,3,4,Medium/Medium,Normal,64,58,55,61,44,57,78,72,59,35,22,59,53,62,54,22,63.0,56.23076923076923,44.0,10.0
482,208498,182,76,3,4,Medium/Low,Normal,83,80,74,77,63,80,71,81,69,39,19,85,67,74,76,27,80.0,70.07692307692308,52.857142857142854,12.2
14575,212683,194,92,3,2,High/High,Normal,61,68,49,52,27,62,53,64,50,60,12,62,48,59,56,16,59.0,49.23076923076923,40.714285714285715,12.8
12457,245717,182,74,3,3,Medium/Low,Normal,65,60,55,65,35,58,63,50,52,30,20,62,50,57,55,15,63.5,53.53846153846154,40.285714285714285,12.4
4192,220165,184,85,3,3,Medium/Medium,Normal,72,72,69,66,40,71,66,58,66,62,18,73,52,59,68,18,70.0,59.07692307692308,45.42857142857143,10.2
8274,229023,186,78,3,3,High/Low,Normal,67,64,62,62,40,60,61,81,66,62,15,61,44,67,60,18,66.0,56.38461538461539,46.714285714285715,13.6
4214,241720,188,76,3,2,Medium/Medium,Lean,73,72,67,65,46,70,57,42,64,62,19,70,53,64,59,21,69.5,59.23076923076923,46.57142857142857,10.6
11558,251481,181,83,3,3,High/Medium,Stocky,65,59,52,62,35,55,70,68,47,66,19,61,49,59,55,13,63.5,53.84615384615385,41.285714285714285,9.4
14724,248254,183,78,3,3,Medium/Medium,Lean,66,58,48,55,37,59,64,56,55,39,17,59,48,58,54,17,60.0,51.0,39.285714285714285,11.0
5731,233121,177,79,3,3,High/Medium,Normal,69,61,54,73,54,63,60,65,43,50,30,68,52,56,57,38,68.5,60.92307692307692,51.142857142857146,9.4
1014,216816,180,81,3,3,High/High,Normal,78,79,72,76,55,76,74,71,66,70,24,80,60,71,76,26,77.0,66.92307692307692,53.57142857142857,12.2
11731,196910,187,81,3,4,Medium/Low,Normal,70,68,61,51,34,57,58,69,62,51,22,67,38,67,55,10,62.5,51.23076923076923,41.57142857142857,10.4
16383,251819,183,74,3,3,High/Medium,Normal,59,55,34,48,31,55,69,48,49,33,16,51,46,62,46,13,55.5,46.38461538461539,36.42857142857143,10.0
8234,252411,178,71,3,2,Medium/Medium,Normal,73,64,52,66,35,63,71,70,59,36,31,61,46,68,54,22,67.0,57.23076923076923,45.0,12.2
13870,201993,190,86,3,2,Medium/Medium,Normal,62,59,63,58,54,56,60,57,65,61,37,52,61,55,65,25,62.0,57.46153846153846,47.57142857142857,12.2
14347,246289,171,67,3,3,Medium/Medium,Lean,58,62,55,55,66,56,76,59,54,41,24,59,54,57,57,41,61.5,58.46153846153846,49.0,9.6
11993,199620,178,74,3,3,Medium/Low,Normal,64,59,54,61,39,59,72,71,55,47,32,64,54,57,58,30,64.0,56.15384615384615,46.42857142857143,11.8
9360,251250,178,72,3,3,Medium/Medium,Lean,67,61,53,73,47,53,73,61,59,39,23,61,55,55,63,27,67.0,59.07692307692308,47.42857142857143,9.6
13156,240925,178,72,3,3,High/Medium,Lean,60,54,50,66,42,54,68,59,54,30,15,57,55,56,53,23,62.5,55.07692307692308,41.285714285714285,10.2
5671,227903,179,72,3,5,Medium/Low,Normal,72,66,73,63,43,62,66,70,65,53,23,65,52,59,66,19,68.5,57.76923076923077,45.714285714285715,13.8
4631,204226,178,79,3,4,High/Medium,Normal,69,68,65,72,63,66,78,77,69,82,47,70,77,72,76,33,72.5,68.92307692307692,57.285714285714285,10.0
1415,211461,188,83,3,3,Medium/High,Normal,76,77,75,70,36,77,46,73,77,81,31,80,61,76,79,22,74.5,63.69230769230769,50.857142857142854,12.6
1680,237034,176,73,3,4,High/Medium,Stocky,78,69,64,73,59,74,79,74,74,65,23,75,61,70,67,37,74.5,66.76923076923077,54.857142857142854,9.2
3217,213061,180,70,3,4,Medium/High,Lean,72,68,70,71,57,66,68,83,66,79,31,71,69,74,70,25,72.5,67.23076923076923,54.57142857142857,12.0
3892,201304,177,71,3,3,High/Medium,Stocky,72,58,64,72,49,67,79,75,64,77,51,71,65,62,69,51,72.5,68.07692307692308,63.0,11.0
5210,220829,184,80,3,3,Medium/Medium,Normal,71,66,60,64,41,70,62,79,60,38,25,74,58,70,66,12,70.0,59.38461538461539,44.57142857142857,9.0
3477,197031,188,79,3,3,Medium/Medium,Lean,73,72,73,64,42,74,63,66,66,55,29,74,53,49,65,22,71.5,61.61538461538461,50.714285714285715,10.6
2695,225289,165,66,3,4,High/Low,Normal,75,69,65,75,50,73,90,77,67,52,29,77,71,65,71,25,74.0,67.0,51.0,10.0
10977,233255,188,78,3,3,Medium/Medium,Normal,68,68,64,60,54,63,44,65,62,56,25,65,65,67,68,19,64.0,57.46153846153846,43.57142857142857,10.2
8832,233139,189,81,3,3,High/Medium,Normal,66,68,51,60,55,63,63,69,57,46,29,66,55,66,59,34,65.5,59.92307692307692,50.42857142857143,8.2
13455,238341,171,71,3,3,Medium/Medium,Stocky,65,42,59,68,46,58,90,44,57,34,12,61,55,65,54,18,64.0,55.92307692307692,37.42857142857143,9.4
5528,209613,179,74,3,2,High/Low,Lean,72,62,64,65,52,64,73,80,56,30,20,76,57,66,66,14,70.5,61.61538461538461,44.42857142857143,10.2
10240,225090,182,73,3,3,Medium/Medium,Normal,68,59,55,66,35,59,66,54,64,28,19,66,41,69,57,11,64.5,54.46153846153846,40.57142857142857,10.4
12,202126,188,89,3,4,High/High,Normal,94,86,85,80,83,91,73,87,86,78,35,93,81,90,91,38,88.0,80.84615384615384,65.0,10.8
4214,241720,188,76,3,2,Medium/Medium,Lean,73,72,67,65,46,70,57,42,64,62,19,70,53,64,59,21,69.5,59.23076923076923,46.57142857142857,10.6
1137,148803,186,83,3,3,Medium/Medium,Lean,85,76,80,62,44,78,62,48,72,77,27,84,66,62,79,23,76.0,65.0,51.857142857142854,9.0
13867,199908,188,82,3,4,Medium/Medium,Normal,56,59,41,65,47,63,54,70,42,59,55,58,59,56,60,58,63.0,61.30769230769231,62.57142857142857,11.6
5387,189607,189,89,3,3,Medium/Medium,Normal,74,65,62,59,37,71,58,71,59,70,41,73,51,67,69,16,69.0,58.69230769230769,48.57142857142857,9.8
1950,182836,193,79,3,3,Medium/High,Normal,76,90,74,67,57,74,43,50,76,88,45,76,65,73,75,43,73.5,65.23076923076923,56.857142857142854,11.2
9474,229392,182,80,3,3,Medium/Low,Stocky,64,59,64,61,33,58,81,67,59,55,13,66,59,68,61,15,65.5,56.84615384615385,42.857142857142854,12.2
2287,209973,188,88,3,4,Medium/Medium,Stocky,76,76,71,71,42,61,52,70,68,55,18,74,52,70,69,15,73.0,60.30769230769231,45.57142857142857,10.0
17233,248387,177,69,3,3,Medium/Medium,Normal,60,41,52,59,31,43,72,36,57,28,10,46,47,59,50,16,55.5,47.92307692307692,34.42857142857143,10.6
6754,240847,196,80,3,3,Medium/Medium,Normal,73,68,55,66,28,63,55,54,63,26,16,69,41,68,62,16,67.0,54.30769230769231,40.857142857142854,7.0
3924,208017,190,89,3,4,High/Medium,Normal,76,82,75,59,44,71,41,80,74,87,40,77,64,74,72,25,70.5,61.84615384615385,52.285714285714285,11.2
16750,244627,187,82,3,2,Medium/Medium,Lean,62,58,43,43,30,51,44,58,55,43,19,58,42,61,44,10,54.5,45.46153846153846,37.142857142857146,12.8
6830,227159,180,79,3,3,Medium/Low,Normal,70,60,66,66,34,59,56,76,59,83,19,68,67,68,56,26,68.0,58.30769230769231,46.57142857142857,12.0
17582,242409,183,81,3,2,High/Medium,Normal,60,59,41,43,25,46,58,54,51,34,12,51,42,64,47,15,52.5,42.92307692307692,36.0,11.2
2976,138306,181,77,3,3,Medium/Medium,Normal,75,70,62,71,54,74,72,69,63,47,40,75,61,74,71,20,72.5,65.46153846153847,52.857142857142854,9.4
6921,222262,185,80,3,4,Medium/Medium,Normal,70,66,65,62,49,67,62,72,68,52,13,64,58,65,69,14,68.0,58.30769230769231,45.142857142857146,11.6
7560,214615,183,79,3,2,Medium/Low,Normal,62,66,60,66,57,62,63,68,67,46,36,71,56,82,74,17,68.0,60.23076923076923,46.0,11.6
10946,223659,188,83,3,4,Medium/Medium,Normal,64,77,71,60,33,64,41,54,56,72,15,73,49,70,62,20,63.5,53.15384615384615,43.857142857142854,12.2
14194,236955,184,76,3,2,Medium/Low,Lean,64,51,36,56,29,55,64,63,43,23,14,58,46,54,42,12,60.5,50.84615384615385,38.857142857142854,10.2
1939,179551,184,71,3,3,Medium/Medium,Normal,77,68,77,69,48,75,70,79,64,72,34,77,63,71,74,19,74.5,65.46153846153847,52.0,9.4
15419,252380,180,70,3,3,High/Low,Normal,60,67,53,65,35,47,68,65,58,57,37,55,58,64,53,27,59.0,53.07692307692308,44.0,9.8
11226,226710,195,80,3,3,Medium/Medium,Normal,66,69,57,64,40,56,37,54,64,47,24,56,59,55,59,18,64.0,55.69230769230769,43.714285714285715,10.4
5683,239025,187,73,3,3,High/Low,Lean,69,63,49,73,44,62,45,58,67,36,11,66,49,71,59,16,69.0,57.38461538461539,40.285714285714285,9.2
14699,252464,178,79,3,3,Medium/Medium,Normal,60,55,48,58,37,55,65,68,51,45,26,57,49,55,54,21,59.5,52.38461538461539,43.142857142857146,10.4
1814,226537,184,79,3,4,High/Low,Normal,77,74,65,67,40,74,66,52,68,78,19,78,64,81,74,22,75.0,63.46153846153846,48.57142857142857,12.4
8548,201265,196,84,3,3,Medium/Low,Lean,66,62,64,63,60,64,33,67,64,33,27,66,65,69,60,18,66.5,60.15384615384615,46.142857142857146,12.4
11488,244022,190,89,3,3,Medium/Medium,Normal,66,66,43,60,43,53,48,54,65,38,15,57,49,69,58,22,63.5,53.69230769230769,43.714285714285715,9.4
5081,204227,198,91,3,3,Medium/Low,Normal,70,73,64,64,37,69,33,68,65,58,28,70,57,67,67,16,69.5,60.15384615384615,49.57142857142857,10.6
5389,189849,174,84,3,4,Medium/Low,Stocky,69,66,70,71,55,68,67,54,66,73,21,70,68,68,67,31,70.5,63.0,49.142857142857146,12.0
2398,158543,178,72,3,4,High/Low,Normal,72,74,72,72,64,75,60,68,69,78,42,80,69,73,75,46,74.5,68.3076923076923,57.857142857142854,11.0
13995,248507,184,74,3,3,Medium/Medium,Normal,65,60,40,63,39,52,64,46,59,28,18,52,50,68,55,14,61.0,52.30769230769231,38.857142857142854,9.6
12007,202715,190,88,3,3,Medium/Medium,Normal,63,77,71,51,33,70,42,67,51,72,30,65,41,43,54,20,61.0,51.76923076923077,46.857142857142854,11.4
